S_normal,U1,U2,E11_bot,E11_top,E22_bot,E22_top,S11_bot,S11_top,S22_bot,S22_top,,,
0.3456910000,3.0160600000,3.5014700000,0.0022844800,0.0022872600,0.0012497200,0.0012495600,456.8960000000,457.4530000000,249.9440000000,249.9110000000,,,
0.3466930000,3.0138300000,3.5086500000,0.0022845900,0.0022886700,0.0012497200,0.0012495500,456.9180000000,457.7340000000,249.9440000000,249.9110000000,,,
0.3476950000,3.0115900000,3.5158400000,0.0022854600,0.0022893500,0.0012497200,0.0012495500,457.0920000000,457.8690000000,249.9440000000,249.9100000000,,,
0.3486970000,3.0093400000,3.5230400000,0.0022859000,0.0022904600,0.0012497200,0.0012495500,457.1800000000,458.0910000000,249.9450000000,249.9090000000,,,
0.3496990000,3.0070700000,3.5302500000,0.0022865800,0.0022913500,0.0012497300,0.0012495500,457.3170000000,458.2710000000,249.9470000000,249.9100000000,,,
0.3507010000,3.0048000000,3.5374800000,0.0022871600,0.0022923600,0.0012497400,0.0012495600,457.4330000000,458.4710000000,249.9490000000,249.9110000000,,,
0.3517030000,3.0025200000,3.5447300000,0.0022880700,0.0022930700,0.0012497700,0.0012495700,457.6130000000,458.6130000000,249.9530000000,249.9140000000,,,
0.3527050000,3.0002300000,3.5519900000,0.0022893800,0.0022933600,0.0012497900,0.0012495900,457.8770000000,458.6730000000,249.9580000000,249.9180000000,,,
0.3537070000,2.9979300000,3.5592700000,0.0022905900,0.0022938100,0.0012498100,0.0012496100,458.1170000000,458.7610000000,249.9630000000,249.9220000000,,,
0.3547090000,2.9956100000,3.5665500000,0.0022922500,0.0022937900,0.0012498400,0.0012496300,458.4490000000,458.7580000000,249.9680000000,249.9260000000,,,
0.3557110000,2.9932500000,3.5738300000,0.0022927800,0.0022949300,0.0012498500,0.0012496400,458.5570000000,458.9870000000,249.9710000000,249.9290000000,,,
0.3567130000,2.9908600000,3.5811100000,0.0022930900,0.0022963000,0.0012498700,0.0012496600,458.6190000000,459.2610000000,249.9740000000,249.9310000000,,,
0.3577150000,2.9884500000,3.5884000000,0.0022943300,0.0022967800,0.0012498800,0.0012496600,458.8650000000,459.3570000000,249.9760000000,249.9320000000,,,
0.3587170000,2.9860100000,3.5956800000,0.0022947700,0.0022980500,0.0012498900,0.0012496700,458.9540000000,459.6100000000,249.9780000000,249.9340000000,,,
0.3597190000,2.9835400000,3.6029800000,0.0022958000,0.0022987700,0.0012499000,0.0012496700,459.1590000000,459.7540000000,249.9790000000,249.9340000000,,,
0.3607210000,2.9810500000,3.6102700000,0.0022964600,0.0022998500,0.0012499000,0.0012496700,459.2920000000,459.9690000000,249.9800000000,249.9340000000,,,
0.3617230000,2.9785400000,3.6175800000,0.0022967400,0.0023013400,0.0012499000,0.0012496700,459.3490000000,460.2680000000,249.9810000000,249.9330000000,,,
0.3627250000,2.9760200000,3.6249000000,0.0022984900,0.0023013700,0.0012499100,0.0012496700,459.6980000000,460.2750000000,249.9820000000,249.9330000000,,,
0.3637270000,2.9734700000,3.6322300000,0.0022992400,0.0023024300,0.0012499100,0.0012496600,459.8470000000,460.4870000000,249.9820000000,249.9330000000,,,
0.3647290000,2.9709000000,3.6395700000,0.0022994800,0.0023040000,0.0012499200,0.0012496600,459.8960000000,460.8000000000,249.9830000000,249.9330000000,,,
0.3657310000,2.9683100000,3.6469100000,0.0023015400,0.0023037900,0.0012499200,0.0012496600,460.3070000000,460.7570000000,249.9830000000,249.9320000000,,,
0.3667330000,2.9656900000,3.6542600000,0.0023031500,0.0023040100,0.0012499100,0.0012496500,460.6310000000,460.8020000000,249.9830000000,249.9300000000,,,
0.3677350000,2.9630300000,3.6616000000,0.0023031100,0.0023059300,0.0012499000,0.0012496300,460.6210000000,461.1860000000,249.9800000000,249.9270000000,,,
0.3687370000,2.9603500000,3.6689500000,0.0023034600,0.0023074500,0.0012498800,0.0012496100,460.6930000000,461.4900000000,249.9770000000,249.9230000000,,,
0.3697390000,2.9576400000,3.6763100000,0.0023042300,0.0023085900,0.0012498700,0.0012495900,460.8460000000,461.7180000000,249.9730000000,249.9180000000,,,
0.3707410000,2.9549200000,3.6836800000,0.0023047000,0.0023100300,0.0012498500,0.0012495700,460.9400000000,462.0060000000,249.9700000000,249.9140000000,,,
0.3717430000,2.9521800000,3.6910700000,0.0023056900,0.0023109800,0.0012498400,0.0012495500,461.1390000000,462.1950000000,249.9680000000,249.9100000000,,,
0.3727450000,2.9494400000,3.6984800000,0.0023069700,0.0023116400,0.0012498300,0.0012495300,461.3940000000,462.3280000000,249.9660000000,249.9060000000,,,
0.3737470000,2.9466800000,3.7059100000,0.0023082000,0.0023123800,0.0012498200,0.0012495200,461.6400000000,462.4770000000,249.9640000000,249.9030000000,,,
0.3747490000,2.9439000000,3.7133500000,0.0023089100,0.0023136400,0.0012498100,0.0012495000,461.7820000000,462.7290000000,249.9620000000,249.9000000000,,,
0.3757510000,2.9411000000,3.7208100000,0.0023098000,0.0023147600,0.0012498000,0.0012494900,461.9600000000,462.9520000000,249.9600000000,249.8970000000,,,
0.3767530000,2.9382900000,3.7283000000,0.0023112200,0.0023153400,0.0012497900,0.0012494700,462.2450000000,463.0690000000,249.9590000000,249.8940000000,,,
0.3777550000,2.9354600000,3.7357900000,0.0023119500,0.0023166600,0.0012497900,0.0012494600,462.3890000000,463.3320000000,249.9570000000,249.8910000000,,,
0.3787570000,2.9326200000,3.7433000000,0.0023126400,0.0023180000,0.0012497800,0.0012494400,462.5280000000,463.6010000000,249.9560000000,249.8880000000,,,
0.3797590000,2.9297500000,3.7508300000,0.0023144900,0.0023182200,0.0012497700,0.0012494300,462.8990000000,463.6440000000,249.9540000000,249.8850000000,,,
0.3807610000,2.9268700000,3.7583800000,0.0023159100,0.0023188800,0.0012497600,0.0012494100,463.1810000000,463.7760000000,249.9520000000,249.8820000000,,,
0.3817630000,2.9239600000,3.7659300000,0.0023157700,0.0023211200,0.0012497400,0.0012493900,463.1550000000,464.2240000000,249.9490000000,249.8780000000,,,
0.3827650000,2.9210300000,3.7735000000,0.0023166700,0.0023223300,0.0012497300,0.0012493700,463.3340000000,464.4660000000,249.9460000000,249.8740000000,,,
0.3837670000,2.9180900000,3.7811000000,0.0023190400,0.0023221000,0.0012497200,0.0012493500,463.8070000000,464.4200000000,249.9430000000,249.8690000000,,,
0.3847690000,2.9151100000,3.7887000000,0.0023202700,0.0023230000,0.0012497000,0.0012493200,464.0550000000,464.5990000000,249.9400000000,249.8650000000,,,
0.3857710000,2.9121100000,3.7963100000,0.0023203000,0.0023251400,0.0012496700,0.0012492900,464.0600000000,465.0280000000,249.9340000000,249.8580000000,,,
0.3867730000,2.9090900000,3.8039400000,0.0023210600,0.0023265500,0.0012496500,0.0012492600,464.2120000000,465.3100000000,249.9300000000,249.8520000000,,,
0.3877750000,2.9060500000,3.8115900000,0.0023223400,0.0023274700,0.0012496200,0.0012492200,464.4690000000,465.4940000000,249.9240000000,249.8450000000,,,
0.3887770000,2.9030000000,3.8192600000,0.0023235100,0.0023285100,0.0012496000,0.0012491900,464.7030000000,465.7010000000,249.9190000000,249.8380000000,,,
0.3897790000,2.8999200000,3.8269500000,0.0023257700,0.0023284800,0.0012495700,0.0012491500,465.1540000000,465.6970000000,249.9130000000,249.8310000000,,,
0.3907810000,2.8968100000,3.8346500000,0.0023272400,0.0023292500,0.0012495300,0.0012491100,465.4480000000,465.8510000000,249.9060000000,249.8230000000,,,
0.3917830000,2.8936700000,3.8423400000,0.0023271900,0.0023315700,0.0012494800,0.0012490600,465.4370000000,466.3150000000,249.8960000000,249.8120000000,,,
0.3927850000,2.8905000000,3.8500500000,0.0023281400,0.0023328900,0.0012494400,0.0012490100,465.6290000000,466.5780000000,249.8870000000,249.8010000000,,,
0.3937870000,2.8873100000,3.8577800000,0.0023301400,0.0023331900,0.0012493800,0.0012489400,466.0290000000,466.6370000000,249.8760000000,249.7890000000,,,
0.3947890000,2.8840800000,3.8655200000,0.0023316500,0.0023339800,0.0012493200,0.0012488800,466.3300000000,466.7960000000,249.8650000000,249.7760000000,,,
0.3957910000,2.8808200000,3.8732500000,0.0023326100,0.0023353600,0.0012492500,0.0012488000,466.5220000000,467.0720000000,249.8500000000,249.7600000000,,,
0.3967930000,2.8775200000,3.8809900000,0.0023337700,0.0023365400,0.0012491700,0.0012487200,466.7540000000,467.3070000000,249.8350000000,249.7440000000,,,
0.3977950000,2.8741900000,3.8887300000,0.0023349800,0.0023377000,0.0012490800,0.0012486200,466.9950000000,467.5390000000,249.8160000000,249.7250000000,,,
0.3987970000,2.8708300000,3.8964700000,0.0023354900,0.0023395500,0.0012489900,0.0012485200,467.0990000000,467.9100000000,249.7980000000,249.7050000000,,,
0.3997990000,2.8674300000,3.9042300000,0.0023359600,0.0023414800,0.0012488800,0.0012484100,467.1930000000,468.2960000000,249.7770000000,249.6820000000,,,
0.4008010000,2.8640200000,3.9120100000,0.0023374900,0.0023423600,0.0012487800,0.0012483000,467.4980000000,468.4720000000,249.7560000000,249.6600000000,,,
0.4018030000,2.8605800000,3.9198100000,0.0023387400,0.0023435400,0.0012486700,0.0012481800,467.7490000000,468.7070000000,249.7340000000,249.6360000000,,,
0.4028050000,2.8571200000,3.9276300000,0.0023398500,0.0023448700,0.0012485600,0.0012480600,467.9700000000,468.9730000000,249.7120000000,249.6130000000,,,
0.4038070000,2.8536300000,3.9354700000,0.0023411700,0.0023460100,0.0012484400,0.0012479400,468.2350000000,469.2020000000,249.6880000000,249.5870000000,,,
0.4048090000,2.8501200000,3.9433300000,0.0023418000,0.0023478500,0.0012483200,0.0012478100,468.3600000000,469.5710000000,249.6640000000,249.5610000000,,,
0.4058110000,2.8465900000,3.9512200000,0.0023427900,0.0023493700,0.0012482000,0.0012476700,468.5580000000,469.8730000000,249.6390000000,249.5340000000,,,
0.4068130000,2.8430400000,3.9591400000,0.0023441200,0.0023505300,0.0012480700,0.0012475400,468.8250000000,470.1070000000,249.6140000000,249.5070000000,,,
0.4078150000,2.8394800000,3.9671000000,0.0023445400,0.0023526500,0.0012479400,0.0012474000,468.9080000000,470.5310000000,249.5890000000,249.4800000000,,,
0.4088170000,2.8359100000,3.9751000000,0.0023453800,0.0023543500,0.0012478200,0.0012472600,469.0750000000,470.8710000000,249.5640000000,249.4520000000,,,
0.4098190000,2.8323300000,3.9831600000,0.0023476500,0.0023546400,0.0012477000,0.0012471300,469.5310000000,470.9280000000,249.5400000000,249.4250000000,,,
0.4108210000,2.8287300000,3.9912500000,0.0023491600,0.0023557000,0.0012475700,0.0012469900,469.8320000000,471.1410000000,249.5150000000,249.3980000000,,,
0.4118230000,2.8251100000,3.9993800000,0.0023489800,0.0023584900,0.0012474500,0.0012468500,469.7960000000,471.6970000000,249.4900000000,249.3710000000,,,
0.4128250000,2.8214900000,4.0075700000,0.0023492600,0.0023608100,0.0012473200,0.0012467100,469.8530000000,472.1610000000,249.4650000000,249.3430000000,,,
0.4138270000,2.8178800000,4.0158300000,0.0023509400,0.0023617700,0.0012472100,0.0012465900,470.1880000000,472.3530000000,249.4430000000,249.3170000000,,,
0.4148290000,2.8142600000,4.0241600000,0.0023522900,0.0023630500,0.0012471000,0.0012464600,470.4580000000,472.6100000000,249.4200000000,249.2920000000,,,
0.4158310000,2.8106400000,4.0325700000,0.0023528200,0.0023651900,0.0012470000,0.0012463400,470.5640000000,473.0370000000,249.4000000000,249.2680000000,,,
0.4168330000,2.8070300000,4.0410600000,0.0023540500,0.0023666300,0.0012469000,0.0012462200,470.8090000000,473.3260000000,249.3800000000,249.2450000000,,,
0.4178350000,2.8034200000,4.0496300000,0.0023549600,0.0023684200,0.0012468200,0.0012461200,470.9920000000,473.6840000000,249.3640000000,249.2240000000,,,
0.4188370000,2.7998300000,4.0583000000,0.0023553200,0.0023707600,0.0012467400,0.0012460200,471.0630000000,474.1530000000,249.3470000000,249.2040000000,,,
0.4198390000,2.7962400000,4.0670900000,0.0023559700,0.0023728500,0.0012466800,0.0012459400,471.1940000000,474.5700000000,249.3360000000,249.1880000000,,,
0.4208410000,2.7926800000,4.0759900000,0.0023569000,0.0023746500,0.0012466200,0.0012458600,471.3810000000,474.9290000000,249.3250000000,249.1720000000,,,
0.4218430000,2.7891500000,4.0850400000,0.0023577000,0.0023766200,0.0012466000,0.0012458100,471.5400000000,475.3230000000,249.3200000000,249.1620000000,,,
0.4228450000,2.7856400000,4.0942200000,0.0023583400,0.0023787500,0.0012465800,0.0012457600,471.6670000000,475.7500000000,249.3160000000,249.1520000000,,,
0.4238470000,2.7821700000,4.1035700000,0.0023590000,0.0023808900,0.0012466000,0.0012457500,471.8000000000,476.1780000000,249.3200000000,249.1490000000,,,
0.4248490000,2.7787300000,4.1130800000,0.0023595300,0.0023831600,0.0012466200,0.0012457400,471.9060000000,476.6310000000,249.3230000000,249.1470000000,,,
0.4258510000,2.7753300000,4.1227800000,0.0023603600,0.0023851600,0.0012466900,0.0012457700,472.0720000000,477.0320000000,249.3370000000,249.1540000000,,,
0.4268530000,2.7719800000,4.1326900000,0.0023613100,0.0023870400,0.0012467600,0.0012458000,472.2610000000,477.4090000000,249.3510000000,249.1610000000,,,
0.4278550000,2.7686800000,4.1428000000,0.0023620900,0.0023891300,0.0012468800,0.0012458900,472.4170000000,477.8260000000,249.3760000000,249.1780000000,,,
0.4288570000,2.7654300000,4.1531300000,0.0023628600,0.0023912200,0.0012470000,0.0012459700,472.5710000000,478.2450000000,249.4010000000,249.1950000000,,,
0.4298590000,2.7622300000,4.1636900000,0.0023635200,0.0023934600,0.0012471900,0.0012461200,472.7030000000,478.6920000000,249.4380000000,249.2230000000,,,
0.4308610000,2.7590900000,4.1745000000,0.0023636700,0.0023962000,0.0012473700,0.0012462600,472.7340000000,479.2400000000,249.4740000000,249.2510000000,,,
0.4318630000,2.7560100000,4.1855900000,0.0023638500,0.0023989500,0.0012476300,0.0012464600,472.7700000000,479.7900000000,249.5250000000,249.2920000000,,,
0.4328650000,2.7530000000,4.1969700000,0.0023649200,0.0024008100,0.0012478800,0.0012466700,472.9840000000,480.1610000000,249.5770000000,249.3330000000,,,
0.4338670000,2.7500600000,4.2086600000,0.0023658100,0.0024028800,0.0012482200,0.0012469500,473.1620000000,480.5750000000,249.6430000000,249.3890000000,,,
0.4348690000,2.7471900000,4.2206700000,0.0023662100,0.0024054300,0.0012485500,0.0012472200,473.2420000000,481.0870000000,249.7090000000,249.4450000000,,,
0.4358710000,2.7444000000,4.2330100000,0.0023668500,0.0024077800,0.0012489600,0.0012475800,473.3690000000,481.5570000000,249.7920000000,249.5160000000,,,
0.4368730000,2.7416800000,4.2457100000,0.0023677900,0.0024098300,0.0012493700,0.0012479300,473.5570000000,481.9660000000,249.8750000000,249.5870000000,,,
0.4378750000,2.7390500000,4.2587800000,0.0023682200,0.0024124200,0.0012498700,0.0012483700,473.6430000000,482.4840000000,249.9750000000,249.6740000000,,,
0.4388770000,2.7364900000,4.2722400000,0.0023684700,0.0024151800,0.0012503700,0.0012488000,473.6940000000,483.0370000000,250.0740000000,249.7600000000,,,
0.4398790000,2.7340200000,4.2861000000,0.0023692600,0.0024174400,0.0012509600,0.0012493200,473.8530000000,483.4870000000,250.1920000000,249.8640000000,,,
0.4408810000,2.7316300000,4.3004000000,0.0023703500,0.0024194000,0.0012515500,0.0012498400,474.0700000000,483.8800000000,250.3100000000,249.9680000000,,,
0.4418830000,2.7293200000,4.3151300000,0.0023709600,0.0024218600,0.0012522300,0.0012504400,474.1920000000,484.3730000000,250.4460000000,250.0890000000,,,
0.4428850000,2.7271000000,4.3303200000,0.0023711500,0.0024247400,0.0012529100,0.0012510500,474.2310000000,484.9490000000,250.5820000000,250.2100000000,,,
0.4438870000,2.7249700000,4.3459900000,0.0023720300,0.0024269700,0.0012536800,0.0012517400,474.4060000000,485.3940000000,250.7370000000,250.3480000000,,,
0.4448890000,2.7229200000,4.3621600000,0.0023730200,0.0024290800,0.0012544600,0.0012524300,474.6040000000,485.8170000000,250.8910000000,250.4870000000,,,
0.4458910000,2.7209500000,4.3788300000,0.0023746900,0.0024305400,0.0012553200,0.0012532100,474.9390000000,486.1080000000,251.0640000000,250.6420000000,,,
0.4468930000,2.7190600000,4.3960100000,0.0023759800,0.0024323800,0.0012561800,0.0012539900,475.1960000000,486.4770000000,251.2360000000,250.7980000000,,,
0.4478950000,2.7172400000,4.4137100000,0.0023761300,0.0024353900,0.0012571200,0.0012548400,475.2250000000,487.0780000000,251.4250000000,250.9690000000,,,
0.4488970000,2.7154900000,4.4319500000,0.0023770100,0.0024376700,0.0012580700,0.0012557000,475.4010000000,487.5340000000,251.6140000000,251.1400000000,,,
0.4498990000,2.7138200000,4.4507500000,0.0023786700,0.0024391900,0.0012590900,0.0012566300,475.7340000000,487.8370000000,251.8190000000,251.3260000000,,,
0.4509010000,2.7122000000,4.4701000000,0.0023799600,0.0024410800,0.0012601200,0.0012575600,475.9920000000,488.2160000000,252.0230000000,251.5120000000,,,
0.4519030000,2.7106500000,4.4900300000,0.0023817600,0.0024424900,0.0012612100,0.0012585600,476.3510000000,488.4980000000,252.2420000000,251.7120000000,,,
0.4529050000,2.7091500000,4.5105100000,0.0023834600,0.0024439900,0.0012623000,0.0012595600,476.6930000000,488.7980000000,252.4600000000,251.9110000000,,,
0.4539070000,2.7076800000,4.5315500000,0.0023852600,0.0024454200,0.0012634400,0.0012606000,477.0520000000,489.0840000000,252.6880000000,252.1210000000,,,
0.4549090000,2.7062600000,4.5531600000,0.0023872200,0.0024466900,0.0012645800,0.0012616500,477.4450000000,489.3380000000,252.9170000000,252.3310000000,,,
0.4559110000,2.7048500000,4.5753200000,0.0023884400,0.0024487300,0.0012657600,0.0012627400,477.6890000000,489.7450000000,253.1530000000,252.5480000000,,,
0.4569130000,2.7034700000,4.5980500000,0.0023899700,0.0024504500,0.0012669400,0.0012638200,477.9950000000,490.0900000000,253.3890000000,252.7650000000,,,
0.4579150000,2.7021000000,4.6213400000,0.0023932400,0.0024504600,0.0012681500,0.0012649300,478.6490000000,490.0920000000,253.6290000000,252.9870000000,,,
0.4589170000,2.7007300000,4.6451700000,0.0023960500,0.0024509300,0.0012693500,0.0012660400,479.2110000000,490.1860000000,253.8700000000,253.2090000000,,,
0.4599190000,2.6993400000,4.6695100000,0.0023981400,0.0024521400,0.0012705500,0.0012671600,479.6280000000,490.4280000000,254.1090000000,253.4310000000,,,
0.4609210000,2.6979300000,4.6943600000,0.0024003600,0.0024532300,0.0012717500,0.0012682700,480.0720000000,490.6460000000,254.3490000000,253.6540000000,,,
0.4619230000,2.6964800000,4.7197100000,0.0024031400,0.0024537700,0.0012729300,0.0012693600,480.6280000000,490.7530000000,254.5850000000,253.8730000000,,,
0.4629250000,2.6950000000,4.7455400000,0.0024057900,0.0024544500,0.0012741000,0.0012704600,481.1580000000,490.8890000000,254.8210000000,254.0920000000,,,
0.4639270000,2.6934500000,4.7718200000,0.0024085500,0.0024550300,0.0012752400,0.0012715200,481.7100000000,491.0060000000,255.0480000000,254.3030000000,,,
0.4649290000,2.6918400000,4.7985400000,0.0024114400,0.0024554900,0.0012763800,0.0012725700,482.2880000000,491.0980000000,255.2750000000,254.5150000000,,,
0.4659310000,2.6901500000,4.8256800000,0.0024149800,0.0024553200,0.0012774500,0.0012735700,482.9960000000,491.0640000000,255.4890000000,254.7150000000,,,
0.4669330000,2.6883800000,4.8531900000,0.0024185200,0.0024551500,0.0012785100,0.0012745700,483.7040000000,491.0300000000,255.7030000000,254.9150000000,,,
0.4679350000,2.6865000000,4.8810400000,0.0024219500,0.0024551100,0.0012794900,0.0012754900,484.3910000000,491.0220000000,255.8990000000,255.0980000000,,,
0.4689370000,2.6845000000,4.9092100000,0.0024254900,0.0024549600,0.0012804700,0.0012764100,485.0990000000,490.9930000000,256.0940000000,255.2820000000,,,
0.4699390000,2.6823800000,4.9376500000,0.0024297200,0.0024541500,0.0012813300,0.0012772300,485.9440000000,490.8310000000,256.2670000000,255.4450000000,,,
0.4709410000,2.6801300000,4.9663100000,0.0024339700,0.0024533200,0.0012822000,0.0012780400,486.7940000000,490.6640000000,256.4390000000,255.6080000000,,,
0.4719430000,2.6777200000,4.9951400000,0.0024382900,0.0024524400,0.0012829200,0.0012787300,487.6580000000,490.4880000000,256.5840000000,255.7460000000,,,
0.4729450000,2.6751500000,5.0241000000,0.0024421900,0.0024519800,0.0012836400,0.0012794200,488.4380000000,490.3960000000,256.7280000000,255.8840000000,,,
0.4739470000,2.6724100000,5.0531400000,0.0024462800,0.0024513600,0.0012842000,0.0012799600,489.2550000000,490.2720000000,256.8390000000,255.9920000000,,,
0.4749490000,2.6694900000,5.0822100000,0.0024507700,0.0024503300,0.0012847600,0.0012805000,490.1540000000,490.0660000000,256.9510000000,256.1000000000,,,
0.4759510000,2.6663900000,5.1112500000,0.0024554000,0.0024491900,0.0012851300,0.0012808700,491.0810000000,489.8370000000,257.0260000000,256.1740000000,,,
0.4769530000,2.6630800000,5.1402200000,0.0024602600,0.0024478200,0.0012855100,0.0012812500,492.0520000000,489.5640000000,257.1010000000,256.2490000000,,,
0.4779550000,2.6595700000,5.1690400000,0.0024651500,0.0024464500,0.0012856800,0.0012814400,493.0290000000,489.2890000000,257.1360000000,256.2870000000,,,
0.4789570000,2.6558500000,5.1976600000,0.0024695600,0.0024455500,0.0012858500,0.0012816300,493.9120000000,489.1100000000,257.1700000000,256.3260000000,,,
0.4799590000,2.6519100000,5.2260200000,0.0024743000,0.0024443500,0.0012858100,0.0012816200,494.8600000000,488.8710000000,257.1620000000,256.3240000000,,,
0.4809610000,2.6477500000,5.2540700000,0.0024792700,0.0024429300,0.0012857700,0.0012816100,495.8530000000,488.5860000000,257.1530000000,256.3230000000,,,
0.4819630000,2.6433600000,5.2817300000,0.0024842000,0.0024415700,0.0012855000,0.0012814000,496.8390000000,488.3140000000,257.1000000000,256.2800000000,,,
0.4829650000,2.6387500000,5.3089400000,0.0024889700,0.0024403700,0.0012852300,0.0012811900,497.7940000000,488.0730000000,257.0460000000,256.2370000000,,,
0.4839670000,2.6339100000,5.3356500000,0.0024937100,0.0024392300,0.0012847300,0.0012807600,498.7420000000,487.8460000000,256.9460000000,256.1520000000,,,
0.4849690000,2.6288300000,5.3618000000,0.0024984600,0.0024380700,0.0012842300,0.0012803300,499.6930000000,487.6150000000,256.8460000000,256.0670000000,,,
0.4859710000,2.6235300000,5.3873200000,0.0025031500,0.0024370100,0.0012835000,0.0012796900,500.6310000000,487.4020000000,256.6990000000,255.9390000000,,,
0.4869730000,2.6180100000,5.4121600000,0.0025080800,0.0024357100,0.0012827600,0.0012790500,501.6160000000,487.1430000000,256.5530000000,255.8110000000,,,
0.4879750000,2.6122600000,5.4362500000,0.0025130900,0.0024343700,0.0012818000,0.0012782000,502.6180000000,486.8730000000,256.3600000000,255.6410000000,,,
0.4889770000,2.6062900000,5.4595300000,0.0025176900,0.0024334300,0.0012808400,0.0012773500,503.5380000000,486.6850000000,256.1670000000,255.4710000000,,,
0.4899790000,2.6001200000,5.4819400000,0.0025221800,0.0024326300,0.0012796500,0.0012763000,504.4370000000,486.5250000000,255.9300000000,255.2600000000,,,
0.4909810000,2.5937300000,5.5034300000,0.0025270900,0.0024314200,0.0012784700,0.0012752500,505.4170000000,486.2830000000,255.6930000000,255.0490000000,,,
0.4919830000,2.5871500000,5.5239400000,0.0025317200,0.0024305100,0.0012770700,0.0012740000,506.3450000000,486.1010000000,255.4140000000,254.8010000000,,,
0.4929850000,2.5803900000,5.5434100000,0.0025359000,0.0024300600,0.0012756800,0.0012727600,507.1800000000,486.0120000000,255.1350000000,254.5520000000,,,
0.4939870000,2.5734400000,5.5618000000,0.0025398500,0.0024298700,0.0012740900,0.0012713400,507.9700000000,485.9740000000,254.8180000000,254.2680000000,,,
0.4949890000,2.5663300000,5.5790600000,0.0025441000,0.0024293800,0.0012725100,0.0012699200,508.8200000000,485.8760000000,254.5010000000,253.9840000000,,,
0.4959910000,2.5590700000,5.5951400000,0.0025477300,0.0024295500,0.0012707500,0.0012683500,509.5450000000,485.9100000000,254.1510000000,253.6700000000,,,
0.4969930000,2.5516700000,5.6100100000,0.0025513500,0.0024297200,0.0012690000,0.0012667800,510.2700000000,485.9450000000,253.8000000000,253.3550000000,,,
0.4979950000,2.5441400000,5.6236300000,0.0025550200,0.0024298900,0.0012671100,0.0012650800,511.0030000000,485.9780000000,253.4220000000,253.0150000000,,,
0.4989970000,2.5365000000,5.6359800000,0.0025588100,0.0024299300,0.0012652100,0.0012633700,511.7630000000,485.9850000000,253.0430000000,252.6750000000,,,
0.4999990000,2.5287600000,5.6470000000,0.0025620000,0.0024306100,0.0012632100,0.0012615700,512.3990000000,486.1230000000,252.6420000000,252.3140000000,,,
0.5010010000,2.5209500000,5.6566800000,0.0025650200,0.0024314600,0.0012612000,0.0012597700,513.0040000000,486.2920000000,252.2410000000,251.9540000000,,,
0.5020030000,2.5130700000,5.6649900000,0.0025678400,0.0024325400,0.0012591200,0.0012579000,513.5690000000,486.5080000000,251.8240000000,251.5790000000,,,
0.5030050000,2.5051500000,5.6719100000,0.0025705100,0.0024337800,0.0012570300,0.0012560200,514.1020000000,486.7570000000,251.4070000000,251.2050000000,,,
0.5040070000,2.4972000000,5.6774400000,0.0025725200,0.0024357200,0.0012549100,0.0012541100,514.5040000000,487.1440000000,250.9810000000,250.8220000000,,,
0.5050090000,2.4892300000,5.6815700000,0.0025746600,0.0024375200,0.0012527800,0.0012522000,514.9320000000,487.5040000000,250.5560000000,250.4390000000,,,
0.5060110000,2.4812800000,5.6842900000,0.0025767700,0.0024393900,0.0012506400,0.0012502800,515.3530000000,487.8790000000,250.1280000000,250.0560000000,,,
0.5070130000,2.4733500000,5.6856100000,0.0025788800,0.0024412600,0.0012485100,0.0012483600,515.7750000000,488.2530000000,249.7010000000,249.6720000000,,,
0.5080150000,2.4654600000,5.6855300000,0.0025802400,0.0024439200,0.0012464000,0.0012464700,516.0480000000,488.7830000000,249.2790000000,249.2930000000,,,
0.5090170000,2.4576200000,5.6840500000,0.0025819100,0.0024462600,0.0012442900,0.0012445800,516.3820000000,489.2520000000,248.8580000000,248.9150000000,,,
0.5100190000,2.4498600000,5.6811800000,0.0025832200,0.0024490100,0.0012422400,0.0012427400,516.6430000000,489.8020000000,248.4490000000,248.5490000000,,,
0.5110210000,2.4422000000,5.6769500000,0.0025840500,0.0024522300,0.0012402000,0.0012409100,516.8100000000,490.4450000000,248.0400000000,248.1830000000,,,
0.5120230000,2.4346300000,5.6713700000,0.0025844500,0.0024559200,0.0012382500,0.0012391700,516.8900000000,491.1840000000,247.6500000000,247.8350000000,,,
0.5130250000,2.4271900000,5.6644700000,0.0025852600,0.0024592000,0.0012363000,0.0012374300,517.0520000000,491.8390000000,247.2610000000,247.4860000000,,,
0.5140270000,2.4198800000,5.6562900000,0.0025857700,0.0024628100,0.0012344800,0.0012358100,517.1530000000,492.5620000000,246.8970000000,247.1620000000,,,
0.5150290000,2.4127300000,5.6468500000,0.0025858600,0.0024668400,0.0012326700,0.0012341900,517.1730000000,493.3670000000,246.5330000000,246.8380000000,,,
0.5160310000,2.4057300000,5.6362000000,0.0025858300,0.0024710200,0.0012310000,0.0012327100,517.1660000000,494.2050000000,246.2010000000,246.5430000000,,,
0.5170330000,2.3989000000,5.6243800000,0.0025860400,0.0024749700,0.0012293400,0.0012312400,517.2070000000,494.9940000000,245.8680000000,246.2470000000,,,
0.5180350000,2.3922500000,5.6114200000,0.0025859600,0.0024792400,0.0012278600,0.0012299300,517.1910000000,495.8470000000,245.5720000000,245.9860000000,,,
0.5190370000,2.3857900000,5.5973800000,0.0025859400,0.0024834400,0.0012263800,0.0012286200,517.1870000000,496.6880000000,245.2750000000,245.7240000000,,,
